spotify_id;nombre;es_explicito;duracion_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;time_signature;album_id
2xbH0CuDbid800YW5nMPzR;SINVERGÃœENZA - con Angela Torres;False;217490;0.764;0.738;0;-4.774;1;0.0336;0.182;0.0;0.173;0.647;93.963;4;89
1MCArCVJUgBUrBnzUoZqmq;Dimelo Mami;False;154806;0.83;0.782;9;-5.238;0;0.0686;0.0589;3.74e-05;0.0957;0.339;100.047;4;90
6ViJgiKfyqfs52x2pGhuPF;DespÃ³jate Vol.2;False;240435;0.67;0.717;1;-6.025;0;0.0435;0.0993;0.0;0.179;0.77;135.059;3;91
4eqXTlaHeK6xkM1fRx9wR5;Conmigo Te GustÃ³;False;72937;0.742;0.61;9;-9.022;1;0.0658;0.311;6.16e-06;0.0455;0.963;84.015;4;92
6VbNzSrjWjTMfrDLJ6Jt5D;La Piel Bien Caliente;False;80000;0.691;0.574;11;-8.7;0;0.0857;0.151;0.000463;0.326;0.884;164.021;4;92
7khla88C1xwKeI6qzwcOuH;No Va a Venir;False;68874;0.628;0.632;10;-8.926;1;0.0443;0.1;0.0;0.698;0.848;84.163;4;92
3KeYEr9ogMBemsOfQIJmZp;Cuando Te Vi | CROSSOVER #5;True;218400;0.81;0.767;6;-3.104;0;0.053;0.162;0.0;0.0957;0.654;99.996;4;93
4jn3R3KF5hx2fCiXlj89yE;FLECHAZO EN EL CENTRO;False;185241;0.753;0.644;5;-6.685;0;0.043;0.132;1.66e-06;0.104;0.457;104.947;4;94
3cWo162YkfLIFyB3DWbVoH;Tu Foto - En Vivo;False;180385;0.561;0.803;11;-5.132;0;0.073;0.146;0.0;0.188;0.338;153.669;4;95
4xXvGEiTkoaIkOMWa4u3Mn;COLOCARTELO;False;176250;0.857;0.701;0;-3.483;0;0.063;0.434;0.0;0.0395;0.812;96.046;4;96
42wdz3j7gstgUuhoFLCXqd;PELIGROSA;True;134930;0.763;0.519;6;-7.426;0;0.0636;0.22;6.42e-06;0.0816;0.804;100.025;4;97
0ZS96pPRLyGUViVi5PWCAR;APAGA EL CEL;True;184806;0.696;0.496;9;-7.532;0;0.0365;0.273;0.000397;0.0626;0.476;100.025;4;97
27bcRgu0wnDteieWlLCxc8;TU TA RICA;True;121200;0.755;0.507;3;-6.76;0;0.0684;0.293;1.82e-05;0.18;0.606;99.994;4;97
2esZG2XFtuoWWA9AfDvSxy;Gata Only;True;222000;0.794;0.5;8;-8.454;0;0.049;0.438;3.00E-05;0.0905;0.659;99.985;4;97
2RmtEc2ZNDCzAU3vH0AbKx;Ojos Verdes;False;142410;0.582;0.834;4;-2.654;1;0.0394;0.224;2.67e-06;0.145;0.95;167.945;4;98
0CgpCtEPvyDizcg2p47VrU;A las Nueve;False;207533;0.625;0.804;4;-5.652;0;0.0268;0.236;8.22e-05;0.308;0.827;129.931;4;99
6MuJUSYCqA4FpMogUHzb2R;Ese Maldito Momento;False;185866;0.643;0.616;11;-6.358;0;0.0266;0.469;5.74e-05;0.0886;0.652;139.931;4;99
2bNCiY24Eh4saMcc23bvUN;ADIÃ“S;True;160856;0.747;0.765;9;-4.184;0;0.0547;0.374;4.66e-06;0.202;0.514;98.012;4;100
2AFC9ad4nGauS1cgm7FCqU;UN SIGLO SIN TI;False;154800;0.635;0.908;10;-5.332;1;0.0909;0.141;0.0;0.112;0.924;74.992;4;101
6CzozhzNVBfxmUthlZiYm4;DUELE;False;145518;0.769;0.453;11;-8.893;1;0.188;0.364;7.94e-06;0.112;0.154;131.991;5;102
3oNnzH6hmqIGIhJ1NcHlrh;CORAZÃ“N VACÃO;False;160535;0.681;0.792;1;-4.795;1;0.0587;0.334;2.05e-06;0.295;0.4;98.09;4;103
7eNwwoxDR8KVzNAuGvliAO;Kyoto;True;247840;0.732;0.753;9;-4.269;0;0.0512;0.235;1.74e-05;0.568;0.405;94.978;4;104
2N9LvPp7o61eerdZEyKQ19;Me Voy;False;131947;0.588;0.683;0;-4.188;1;0.0302;0.285;0.0;0.168;0.653;86.041;4;105
0Cs2ANiGsCOQLKnCrNJ6hA;La_Playlist.mpeg;False;149571;0.753;0.836;5;-2.584;0;0.0568;0.0184;0.0;0.11;0.891;139.949;4;106
6PhRhocBXP4y7NpciGmzra;DespuÃ©s De La 1;True;177600;0.805;0.581;6;-5.091;0;0.0601;0.0303;0.0202;0.0933;0.528;99.973;4;107
0rqH7y08F8C8lcVBI8n2Sq;DÃ©jame Pensar;True;211286;0.757;0.666;7;-4.81;1;0.051;0.106;7.86e-05;0.121;0.516;100.001;4;107
5vHWh24GAsXJ7tnIu8v7UN;Por Mil Noches;False;283884;0.553;0.672;1;-7.489;0;0.0291;0.0169;5.35e-05;0.186;0.286;111.965;4;108
45DB3yqxYGAnKN3YmLWbAX;Running Wild;False;151646;0.487;0.711;8;-4.22;1;0.0322;0.000175;0.0;0.152;0.317;146.921;4;109
6Es8Sk3xe1HiJ2MXCfHHwR;La_Original.mp3;False;140625;0.833;0.809;5;-2.751;0;0.0381;0.0836;0.0;0.112;0.905;128.055;4;110
61qPUnazSdkvua4wgA4L8C;Como Eran Las Cosas;False;240520;0.696;0.445;1;-9.114;1;0.0316;0.463;1.72e-05;0.0918;0.591;94.984;4;111
0iwmZVScrpLcbbfHbdJGT0;Como Eran Las Cosas;False;242520;0.696;0.448;8;-9.099;1;0.0333;0.452;2.43e-05;0.0904;0.569;95.004;4;112
3tiJUOfAEqIrLFRQgGgdoY;Un Finde | CROSSOVER #2;False;162500;0.528;0.659;11;-3.623;1;0.0604;0.0613;0.0;0.219;0.8;192.055;4;113
2wEhjcnre2PU36KQNBLXCC;SE DICE DE MI;True;136000;0.706;0.518;2;-7.559;1;0.231;0.105;0.0;0.502;0.815;180.083;4;114
1R3ubqAHKHE6f64Hz37q8h;Un MontÃ³n de Estrellas - En Vivo Gran Rex;False;165326;0.537;0.793;10;-5.93;1;0.044;0.153;2.07e-05;0.916;0.863;89.398;4;115
5g2Jqe1D2qnZc6LcvWL3e1;Te Vas a Arrepentir;False;110937;0.698;0.461;0;-9.12;1;0.0643;0.444;0.0;0.0614;0.963;92.123;4;116
0T25HZGE0WwyELWBlXQVbY;PONTE PERRO | DJ TAO Turreo Sessions #24;False;149504;0.68;0.581;11;-5.567;1;0.24;0.137;0.0;0.266;0.748;172.218;4;117
1yg1tWFaYajN4b7vsKtYRE;El Doctorado;False;133829;0.714;0.684;10;-6.319;1;0.061;0.631;0.0;0.0738;0.626;77.027;4;118
6hLsMjw00j3HGrkUjKwmgo;A200;True;206659;0.754;0.858;2;-3.908;0;0.043;0.0635;0.0;0.331;0.767;118.473;4;119
5eqZZLLZ4CkuUznPCOimsi;Cosa Linda;True;150000;0.837;0.651;9;-4.318;0;0.071;0.204;0.000272;0.238;0.661;95.944;4;120
2Bf7izPNpcTVNL41bdyFic;Zoom Zoom;True;146406;0.83;0.576;9;-7.95;0;0.149;0.527;0.0;0.0775;0.814;99.943;4;120
00BjWhfYjpmRqKd1qCzdM0;Bentley;True;144000;0.83;0.727;9;-3.86;1;0.134;0.33;0.0;0.0825;0.536;99.994;4;120
4RtLVq34QEU3ckAl8Tdyro;Sola Suelta Soltera;False;163200;0.819;0.581;11;-4.841;1;0.144;0.0732;0.0;0.119;0.505;100.031;4;120
2SuosMcETUjDfBRobLLTQm;CHIKA MALA;True;174412;0.642;0.489;3;-7.833;0;0.175;0.0224;0.0;0.156;0.762;99.334;4;121
3ps5MDjfpA3wAbKMitNWgM;MIRALA;True;146633;0.813;0.738;6;-1.681;1;0.123;0.058;2.82e-05;0.0843;0.801;87.989;4;122
5Uptvz6j1sjDKxidAcnH2L;SI NO ES CONTIGO;True;156000;0.763;0.626;5;-5.637;0;0.0433;0.0859;0.225;0.205;0.78;100.02;4;123
2ajOfRsIVgVO4pmjeCPIzp;MY LOVE;True;172755;0.644;0.562;9;-5.698;1;0.0277;0.0966;0.0;0.245;0.382;100.033;4;124
4MAv7MqIlcaTBHGiUXIWiw;SI NO ES CONTIGO - REMIX;True;254500;0.732;0.74;0;-4.281;1;0.0302;0.0452;9.8e-05;0.127;0.681;99.995;4;125
6UNLWd8LUk9nNgmU6AcXct;CHINGON;False;134778;0.904;0.795;5;-3.086;1;0.203;0.2;0.0;0.122;0.589;130.077;4;126
3l6CjeIBGZuoCxNS88APlI;SATIROLOGÃA;True;154721;0.649;0.831;1;-6.338;0;0.0371;0.121;3.31e-06;0.364;0.336;95.018;4;127
0vfPiExVUcECwzpQ3vfV0R;Tattoo;False;201027;0.596;0.869;8;-5.516;1;0.0983;0.411;0.0;0.12;0.798;148.024;4;128
2kvpHbQHp9QmcG9WhyLwco;Daytona;True;173785;0.776;0.737;1;-5.52;0;0.0636;0.0979;6.46e-05;0.0693;0.547;97.011;4;129
21hsqOOUfdSjHi3SVz8oyv;No Ponga Excusas;False;164956;0.608;0.514;6;-7.857;0;0.188;0.385;0.287;0.122;0.6;99.698;4;130
3RpbyzSdjlKeEEnVbzhCRE;Amigos Y Enemigos Almighty;False;150024;0.813;0.688;6;-5.038;1;0.123;0.204;0.0;0.105;0.32;114.869;4;131
4aOp0PlHbZl4lPIsi5CyLO;Mi AutomÃ³vil;True;140112;0.845;0.762;11;-4.788;1;0.0574;0.0122;6.13e-05;0.0594;0.775;99.029;4;132
1hkSF9s6moQBLEeRcdtHgF;Gracias A Dios;True;158310;0.866;0.87;10;-3.718;0;0.0598;0.0135;0.0;0.279;0.677;102.063;4;132
0zIWfaIRtpt2pO9LK5vU33;RIKISHI (feat. DJ Acres);True;128707;0.864;0.679;10;-5.898;0;0.0997;0.11;0.0;0.204;0.903;102.003;4;132
5MmwcFIcD3ZuGE8yRloi3S;Boomerang;False;184463;0.778;0.681;0;-4.86;0;0.0591;0.432;1.61e-05;0.1;0.788;167.946;4;133
3uI1I2juxVWkrjSHdd9mVh;NO COOPERAMOS;True;298775;0.836;0.915;4;-5.92;0;0.101;0.0703;8.86e-05;0.643;0.637;98.007;4;134
1LiN0Z98FkR1t0m8KmLcAH;Amanece;False;190004;0.79;0.631;8;-5.549;0;0.0425;0.437;0.0;0.158;0.889;94.039;4;135
0qd7ACCc9z2mlTYgPRcnUJ;Tuss;True;221962;0.795;0.605;6;-4.722;1;0.0809;0.304;0.0;0.108;0.624;96.017;4;136
6Dj22jpOiUm5DMjjEdeImQ;BEIA (Jere Klein);False;131650;0.689;0.543;0;-4.648;1;0.405;0.00229;0.0;0.135;0.859;99.776;4;137
2nwa6nS5lXnsvwX48RWkbS;Que Te Vaya Bien;False;175694;0.638;0.935;2;-2.631;1;0.0582;0.0878;0.0;0.19;0.871;150.067;4;138
604IC2o3T3bxPu6C7Pimd7;QUE LE DE;False;165631;0.734;0.697;11;-5.376;1;0.0733;0.344;1.68e-06;0.146;0.822;97.007;4;139
69vi5SUSJJF0CQJCZngFFS;Parte & Choke;True;205227;0.731;0.671;5;-3.831;0;0.309;0.00649;0.0;0.185;0.864;117.345;5;140
5mD7jI5GrDmsadKibEYho2;Toky;True;160937;0.895;0.642;1;-8.699;1;0.558;0.161;0.0;0.0722;0.96;90.819;4;141
5cZIDOH5DaLSXFqo21G24Z;Robando;False;154000;0.779;0.853;11;-5.829;0;0.0403;0.0647;0.0;0.62;0.974;93.04;4;142
6uIIdjYTxxpWOyWuVXrKQO;Que Onda;True;191466;0.808;0.944;10;-4.863;0;0.0408;0.183;1.11e-06;0.138;0.937;124.934;3;143
1HWbpfmzt1YplLceHgirCv;Virgen;False;273763;0.66;0.756;8;-4.903;1;0.0443;0.727;0.000323;0.115;0.768;90.839;4;144
0fea68AdmYNygeTGI4RC18;LA CANCIÃ“N;False;242573;0.756;0.646;7;-5.795;1;0.319;0.152;1.81e-05;0.108;0.429;176.088;4;145
1C5jDtYftdFtHNG6iLVyCA;La Jama;True;224006;0.714;0.752;6;-2.283;1;0.161;0.0146;0.000414;0.062;0.659;179.992;4;146
27ze5t5tIDPlVits0KRbxT;El Perdedor;False;215213;0.779;0.589;5;-10.645;1;0.0345;0.332;0.0;0.12;0.894;128.044;4;147
5jt25aFjW2kNoBqaEVaz5W;LA INOCENTE;True;202173;0.757;0.789;5;-3.46;0;0.0583;0.307;0.0;0.0717;0.464;91.911;4;148
7iUtQNMRB8ZkKC4AmEuCJC;LA FALDA;True;174229;0.8;0.738;7;-4.26;1;0.0691;0.372;0.00877;0.19;0.267;103.008;4;149
6sRQjwLPdzADXhgZeKy6PQ;TÃº Con El;True;301441;0.824;0.776;7;-6.309;1;0.0506;0.202;0.000288;0.258;0.96;95.339;4;150
5mg6sU732O35VMfCYk3lmX;Ven DevÃ³rame Otra Vez;False;314013;0.704;0.719;5;-5.353;0;0.0363;0.633;0.00015;0.313;0.962;84.414;4;151
1aUq8rjW1EwkAkMri4VfJy;LOKERA;True;197101;0.836;0.826;11;-2.66;0;0.0461;0.213;6.03e-06;0.0814;0.579;102.025;4;152
4OLT65TRsOx3Iv1TlCcQVb;Presidente;True;181064;0.732;0.827;11;-4.152;1;0.0585;0.123;0.0;0.117;0.584;105.145;1;153
6X6m4xmdFcz31p1h7Qg68c;EL LOKERON;True;145473;0.724;0.689;7;-7.174;0;0.0524;0.573;6.77e-06;0.0922;0.936;120.208;3;154
5lKFO0PrOC9jmOlPEdjHsL;DOS DÃAS;True;153928;0.745;0.513;1;-9.116;1;0.087;0.783;0.0;0.216;0.929;109.935;3;154
6HrALJOMsfPCCbUo5cJCON;ESCAPATE;True;144674;0.818;0.447;5;-10.247;0;0.047;0.514;8.14e-05;0.187;0.693;120.09;1;154
2lAUq68F2bt7Kc218n9FPp;AY MAMÃ;True;163031;0.666;0.764;4;-6.297;0;0.116;0.366;0.0;0.347;0.729;148.853;4;154
3IEvQ1CzszUJtTRLmmMJ2X;5-jul;False;174500;0.827;0.596;10;-8.36;1;0.039;0.379;0.0;0.138;0.964;111.997;3;154
7AysIqSEDiwP4CUsAXJwrk;PRIMO;True;164991;0.661;0.808;3;-6.28;0;0.0347;0.355;0.0;0.131;0.7;144.886;3;154
1wsDxqEDpsvNCatbXHjOje;BLANCA ROSITA Y MARIA;True;200658;0.767;0.656;11;-6.804;0;0.0561;0.3;0.00235;0.139;0.684;129.99;3;154
7qXptgpZGo8AFPhJCBVLFE;LINDA;True;224210;0.911;0.761;6;-6.712;0;0.0507;0.135;3.48e-05;0.163;0.948;124.983;4;154
0zLA16D7GXoT8K7XFaiCv3;TU SI;True;181921;0.851;0.51;8;-8.904;0;0.0352;0.455;1.07e-06;0.112;0.823;114.017;3;154
7sd6zMrgGpEa7NkQm9TRrg;NADIE;True;197031;0.702;0.843;7;-4.71;1;0.114;0.465;0.0;0.12;0.526;92.604;4;155
0NsGFMIo2aNbAkJu48ndaf;Morena Canela;True;178336;0.658;0.614;10;-6.981;1;0.0324;0.105;2.18e-05;0.092;0.465;119.893;3;156
2aYZaN5SmkRDLsrrV8GkBQ;LA PATRULLA;True;130614;0.722;0.74;6;-7.22;0;0.063;0.68;3.27e-05;0.176;0.893;132.731;3;157
02cRoSfWU3RJNFyU3o4lhV;SANTAL 33;True;190303;0.715;0.764;6;-6.064;0;0.0946;0.666;8.11e-06;0.148;0.735;125.095;3;157
5GTBdEjZe7zEDp1N0eCZE4;HOLLYWOOD;True;284864;0.707;0.683;3;-7.598;0;0.191;0.7;5.88e-06;0.134;0.545;94.979;3;157
1jIirpaACmgb4nTYfywys4;BELANOVA;True;164822;0.726;0.808;1;-5.845;1;0.064;0.556;5.4e-06;0.208;0.814;129.84;3;157
0BiDnJFB3TlRB6aji7jUz3;Rey Sin Reina;False;150523;0.529;0.356;3;-6.612;1;0.0569;0.29;0.0;0.136;0.659;169.653;3;158
5LhI8m7n8xlQmNe3b7Rwis;Madonna;True;187087;0.732;0.873;0;-5.965;1;0.0321;0.0449;0.000803;0.347;0.662;128.029;3;159
4ZOkfHC38nxSeSqzGE5HFr;PIÃ‰NSALO;True;240669;0.716;0.536;2;-7.798;0;0.0328;0.452;0.0;0.208;0.359;97.541;3;160
6RcAHyC5sAUIbPTkhOQwd8;Y LLORO;True;179013;0.728;0.589;7;-7.115;1;0.0376;0.424;7.78e-06;0.166;0.767;77.475;4;160
2CshODtf7iwe3pKlPmEWF5;TRES BOTELLAS;True;162648;0.723;0.59;11;-7.688;0;0.0341;0.246;5.02e-05;0.201;0.587;97.481;4;160
5AH31dDNgxCMGDdxubNNn4;NEL;True;149073;0.69;0.482;7;-6.335;0;0.2;0.523;0.0004;0.0728;0.356;100.029;4;161
1cZHUhGz7xJ8c4szDipipd;Mejores Jordans;False;234077;0.669;0.583;1;-8.949;1;0.269;0.603;2.54e-06;0.1;0.271;115.221;4;162
41EOhpn50qvd8iZSKw531W;LOS CUADROS;True;160409;0.782;0.539;11;-10.68;1;0.0716;0.319;0.0;0.0905;0.939;122.149;3;163
6KOnLTb1xLfKDAjMC43I76;Giza;False;177580;0.698;0.891;5;-5.003;0;0.0341;0.0942;0.0;0.133;0.696;124.054;3;164
3dpBkXMbRdDQ6ZhcxFufQp;AMIRI;True;123096;0.738;0.722;8;-8.202;0;0.0297;0.63;0.0;0.214;0.944;124.128;3;165
0lQogzZgV4XwuUTasz3nPL;EN MI MUNDO;False;307565;0.694;0.594;8;-8.39;0;0.0366;0.396;0.0;0.131;0.672;125.01;3;165
2ss1LK5Kfnjo5EUaCbsgZM;No Son Doritos;True;160714;0.783;0.834;3;-4.623;0;0.029;0.539;0.000212;0.0903;0.92;139.995;3;166
6fKvGaO8Dfntvx4thaXtak;Kamikaze (feat. Victor Mendivil);True;248362;0.863;0.662;4;-5.855;0;0.21;0.0843;8.45e-06;0.334;0.307;95.999;4;167
1C84d9abZVKWHT2YYpoean;Si No Quieres No;False;147011;0.786;0.786;4;-6.372;0;0.0512;0.445;2.12e-06;0.0947;0.611;100.123;1;168
51qYdMBxt9mFbtZBzq1Yfi;Regalo De Dios;False;185933;0.792;0.516;4;-6.097;0;0.027;0.197;0.0;0.0855;0.916;108.939;4;169
29vIEdxgMT9H1fnBMecWjA;Lo Tienes Todo;False;164386;0.702;0.836;8;-3.599;1;0.0658;0.204;0.0;0.0698;0.63;117.897;4;169
1sXr6moCwVxwKEgSPxhVvF;Apaga El Cel;False;170832;0.744;0.842;10;-6.576;0;0.0358;0.101;2.43e-06;0.148;0.814;125.258;3;170
2UkVLIGCGNuyMDPM4hz6dQ;Un Scar;False;299381;0.942;0.623;10;-8.32;0;0.299;0.0559;0.0;0.0722;0.783;97.007;4;171
7l3UuUZEqvxjhKYD2QBxOU;Vaquero - Remix;True;300000;0.752;0.91;4;-3.189;0;0.0541;0.481;0.0;0.0947;0.798;95.986;4;172
3FqUPvubYeRCMsdJ02QyZR;TÃš NAME;False;152078;0.76;0.747;0;-5.083;0;0.0282;0.0675;2.73e-06;0.309;0.884;128.912;3;173
33Nj9AdncSmHbCN3QeSZTL;Volver Al Futuro;False;204102;0.753;0.662;1;-6.702;1;0.0361;0.128;0.0;0.105;0.638;116.916;3;174
1uGUbgZuO1kD1JZ0UeFupN;Hecha Pa' MÃ­;False;195845;0.742;0.832;8;-4.267;1;0.0325;0.0857;0.0;0.296;0.716;98.582;4;175
7gG2xMiojQrsTUGa7qeQoo;Nena Moxita;True;217298;0.761;0.723;11;-4.098;1;0.0528;0.0611;0.0;0.0426;0.965;147.911;4;176
7oJ3N7oVSwoa5sdpg6NCE6;Lo Que Hay X AquÃ­;False;158545;0.69;0.502;0;-7.242;1;0.096;0.697;0.0;0.213;0.747;153.991;4;177
03MqlviAY1kvFqdaGl5Mhg;Cero EmpatÃ­a;False;189524;0.68;0.429;2;-4.807;0;0.0341;0.342;0.0;0.241;0.589;140.149;3;178
25anKrtqXPngMi3IoF5UhC;Vibra Perfecta;False;183315;0.723;0.351;5;-6.352;1;0.029;0.65;0.0;0.103;0.758;93.481;4;178
4Ndjd6DhKIC5IPoBIrMQuX;Ese Vato No Te Queda;True;198607;0.748;0.74;7;-3.643;0;0.0387;0.0292;0.000109;0.087;0.618;117.955;4;179
4ZplewvZRLFcfBa5uyBbhd;Belleza De Cantina;False;183946;0.755;0.596;9;-7.849;0;0.0402;0.282;0.0;0.0508;0.806;96.487;4;180
179TZwPk0txEvjkraVTVKo;El Precio De La Soledad;False;186360;0.715;0.846;10;-3.665;1;0.18;0.129;2.57e-06;0.084;0.909;95.426;4;181
0sgwOySqG0fbNukjUa1BUt;El Final De Nuestra Historia;False;197346;0.736;0.495;10;-8.168;1;0.0353;0.502;0.0;0.214;0.942;114.967;4;182
7kofJygFUxxmag4EAYcCG3;El Final De Nuestra Historia;False;197280;0.736;0.499;10;-8.177;1;0.0341;0.487;0.0;0.23;0.957;114.984;4;183
