spotify_id,pais_codigo,fecha_snapshot,ranking_diario,movimiento_diario,movimiento_semanal
34eKUydsaj9GeMTT1ybutO,ZA,2024-11-11,1,0,0
21fhgH4tjYcAKzkzCuYyr6,ZA,2024-11-11,2,0,0
567NwM1L86vGvZwiZfCsMo,ZA,2024-11-11,3,1,0
7MD8gswt08VhFwVF1PR8Mg,ZA,2024-11-11,4,30,46
2ZdiSdC1ElfhEsFanMlpdO,ZA,2024-11-11,5,-2,-1
7hO6BIPeHb0Y5v9bgXoxKg,ZA,2024-11-11,6,0,1
6COIIA7XjaExDj4fkCqaB9,ZA,2024-11-11,7,7,1
3jTedBPHIIr48xoJchYHNH,ZA,2024-11-11,8,4,1
0dI8174H04ATp4iEw0WkrT,ZA,2024-11-11,9,0,3
0NLRYW9HyqHcbyzfAwskKN,ZA,2024-11-11,10,0,-5
7of6lpTmDwVshVQ7kcQxYo,ZA,2024-11-11,11,-4,-5
3H8XWGDteOl8nmUqeYrHw5,ZA,2024-11-11,12,-4,2
03el79rU07nAtJYgX1v62f,ZA,2024-11-11,13,0,-3
1DyNpDv4M8qBTthYIAPvqW,ZA,2024-11-11,14,-9,-3
6eyJuobFFGXLAOOkxrIdSV,ZA,2024-11-11,15,-4,3
1gM44tVZ9pfUe9v35Stp31,ZA,2024-11-11,16,0,-3
0X5qaCnHN98ELiqincjJwg,ZA,2024-11-11,17,0,-2
0Xc5lXQ1Q1NxGyL7SSXnF9,ZA,2024-11-11,18,0,-2
4QFMdUKVMmKgH6masoIVNr,ZA,2024-11-11,19,0,9
4zZxynw8cwhCRlDl9pay2f,ZA,2024-11-11,20,0,1
7JbLSEDlRdoJaXk5ddZae2,ZA,2024-11-11,21,4,-2
0cnbEf12FLBWx9QnBlw1EL,ZA,2024-11-11,22,1,-2
2pdid5w8VxdgMmYlp7r17z,ZA,2024-11-11,23,1,-6
1AXW0WnNUceegJHGl3HWlJ,ZA,2024-11-11,24,-9,26
6dOtVTDdiauQNBQEDOtlAB,ZA,2024-11-11,25,-3,4
3mWu4sw2LsmNX4UBfhrvC1,ZA,2024-11-11,26,3,-4
3bqCtq5RcPzULlyqkFGVJ7,ZA,2024-11-11,27,3,-4
1KpHX3zexEHvYTw0dSyfgF,ZA,2024-11-11,28,-1,-4
1S1K6RxkEkm9a9op800QEk,ZA,2024-11-11,29,8,6
5DqA8IUhk1DQSGmf6XOVrI,ZA,2024-11-11,30,2,-3
20QQlFhbWCkMJ6WhC4G2X8,ZA,2024-11-11,31,5,-6
3QaPy1KgI7nu9FJEQUgn6h,ZA,2024-11-11,32,3,14
2plbrEY59IikOBgBGLjaoe,ZA,2024-11-11,33,0,10
79r4mAwHBAB1x5QnImlUM6,ZA,2024-11-11,34,-6,-2
6Kijtp0DB6VwcoJIw7PJ9W,ZA,2024-11-11,35,8,-2
4QpVAEqq1gKIyUlEVLobAn,ZA,2024-11-11,36,14,14
3Aw4XtR8BopVdvJ1dGnevM,ZA,2024-11-11,37,13,-3
0UCv4K0MMGf7OLKAcKYFwR,ZA,2024-11-11,38,10,9
3E1PwVodPiDbBHOI85CO9M,ZA,2024-11-11,39,6,-8
2HiHffF7XArCZDDn5VNUGM,ZA,2024-11-11,40,6,1
0nW9PrcihaknNnldmEx08O,ZA,2024-11-11,41,0,-11
2Oe52Ggx8lxxI55azZbr5h,ZA,2024-11-11,42,5,-16
40zr1pQlSaIWUYyR8APyy2,ZA,2024-11-11,43,7,-3
4wU6xUwAgFnMwjMlxLevHb,ZA,2024-11-11,44,6,5
0WowHKVNsbEBaPLZbB4Zmj,ZA,2024-11-11,45,5,-9
5W6KyyrmTImJK4vGsnfQuZ,ZA,2024-11-11,46,4,-8
6nzdbRzlTopbYwutzoakvI,ZA,2024-11-11,47,3,-2
1z9cFQp5CGOAsACK2IWzCG,ZA,2024-11-11,48,-8,-4
219UdZ1b9vuUe45FK2JeWx,ZA,2024-11-11,49,-10,-7
6ZiPVgBrULcpN0n9qQ3XO4,ZA,2024-11-11,50,0,0
7ne4VBA60CxGM75vw0EYad,US,2024-11-11,1,0,5
2plbrEY59IikOBgBGLjaoe,US,2024-11-11,2,1,1
1QoyuMHNBe7lg3YW4Qtll4,US,2024-11-11,3,-1,-2
6dOtVTDdiauQNBQEDOtlAB,US,2024-11-11,4,2,3
2262bWmqomIaJXwCRHr13j,US,2024-11-11,5,0,6
3tFed7YsjGnIfxeLEQwx3R,US,2024-11-11,6,-2,-4
5G2f63n7IPVPPjfNIGih7Q,US,2024-11-11,7,0,1
5vNRhkKd0yEAg8suGBpjeY,US,2024-11-11,8,0,1
0WbMK4wrZ1wFSty9F7FCgu,US,2024-11-11,9,0,4
7tI8dRuH2Yc6RuoTjxo4dU,US,2024-11-11,10,3,5
2HRqTpkrJO5ggZyyK6NPWz,US,2024-11-11,11,7,5
1Es7AUAhQvapIcoh3qMKDL,US,2024-11-11,12,2,5
5fZJQrFKWQLb7FpJXZ1g7K,US,2024-11-11,13,8,6
0VaeksJaXy5R1nvcTMh3Xk,US,2024-11-11,14,-2,-10
5IZXB5IKAD2qlvTPJYDCFB,US,2024-11-11,15,8,3
5RePVWy39tLpHH0WwXgBsK,US,2024-11-11,16,-1,-11
3QaPy1KgI7nu9FJEQUgn6h,US,2024-11-11,17,0,12
7hR22TOX3RorxJPcsz5Wbo,US,2024-11-11,18,2,2
4xdBrk0nFZaP54vvZj0yx7,US,2024-11-11,19,5,5
1cOboCuWYI2osTOfolMRS6,US,2024-11-11,20,2,2
6jbYpRPTEFl1HFKHk1IC0m,US,2024-11-11,21,-5,-9
51rfRCiUSvxXlCSCfIztBy,US,2024-11-11,22,-3,9
2tHwzyyOLoWSFqYNjeVMzj,US,2024-11-11,23,2,0
1k2pQc5i348DCHwbn5KTdc,US,2024-11-11,24,4,14
1UHS8Rf6h5Ar3CDWRd3wjF,US,2024-11-11,25,2,2
3xkHsmpQCBMytMJNiDf3Ii,US,2024-11-11,26,3,6
17phhZDn6oGtzMe56NuWvj,US,2024-11-11,27,4,7
4KULAymBBJcPRpk1yO4dOG,US,2024-11-11,28,4,9
4CcozggmhXmndssEDH6YHR,US,2024-11-11,29,-19,21
2aYHxnMF2umAavtgBvmkY1,US,2024-11-11,30,-4,-16
4CD5aJNhq5fGYu3QaHJrm8,US,2024-11-11,31,-20,19
0mflMxspEfB0VbI1kyLiAv,US,2024-11-11,32,4,9
7KA4W4McWYRpgf0fWsJZWB,US,2024-11-11,33,0,-12
6AI3ezQ4o3HUoP6Dhudph3,US,2024-11-11,34,3,1
2QjOHCTQ1Jl3zawyYOpxh6,US,2024-11-11,35,-1,1
1YdtGoSYDvVQKoUqSDXX41,US,2024-11-11,36,-6,-26
3WMj8moIAXJhHsyLaqIIHI,US,2024-11-11,37,2,6
4ZJ4vzLQekI0WntDbanNC7,US,2024-11-11,38,0,6
0bYg9bo50gSsH3LtXe2SQn,US,2024-11-11,39,11,11
3siwsiaEoU4Kuuc9WKMUy5,US,2024-11-11,40,-5,9
5AJ9hqTS2wcFQCELCFRO7A,US,2024-11-11,41,3,-1
1XBYiRV30ykHw5f4wm6qEn,US,2024-11-11,42,-2,4
21B4gaTWnTkuSh77iWEXdS,US,2024-11-11,43,-2,-1
76JKIsdKrAfWUMjaA0u7v5,US,2024-11-11,44,6,6
5lKFO0PrOC9jmOlPEdjHsL,US,2024-11-11,45,1,5
42VsgItocQwOQC3XWZ8JNA,US,2024-11-11,46,4,1
2Dct3GykKZ58hpWRFfe2Qd,US,2024-11-11,47,2,3
06qMRF18gwbOYYbnP2du6i,US,2024-11-11,48,2,2
7fveJ3pk1eSfxBdVkzdXZ0,US,2024-11-11,49,1,-1
6EUcP55GlbmsmCzfL2vxtZ,US,2024-11-11,50,0,0
3nNKws5aNnTa3tgQOIS5Sk,UA,2024-11-11,1,0,0
1ZbtwhtxORZcaSh5VKjeXJ,UA,2024-11-11,2,0,0
11gTRcdz4wK32fghA2vrX7,UA,2024-11-11,3,0,2
2C49T3wEyWTmndwj8l9JmU,UA,2024-11-11,4,0,46
6zECxDYlNtEybq8hZ9Tp12,UA,2024-11-11,5,15,45
23cpg22rXsND2u3ElYxQdj,UA,2024-11-11,6,0,-3
2k1bI9pRGnUQZWhr3NmJBx,UA,2024-11-11,7,-2,0
7Bz3CO5CyU4GAPke4UNPhc,UA,2024-11-11,8,-1,1
5vNRhkKd0yEAg8suGBpjeY,UA,2024-11-11,9,-1,-3
6vIOPzEgSzf0nv7nKutxlz,UA,2024-11-11,10,13,40
1GUQJU4M76atFmI5Yu9I8i,UA,2024-11-11,11,4,2
2CKbBBLXXWqTopO1vvS8y1,UA,2024-11-11,12,0,-2
6bCLkzoE3agC7Ws9NxVxIn,UA,2024-11-11,13,0,5
2pyjr4JKVkG03LmWBIusur,UA,2024-11-11,14,0,-3
3JG1uFc40wfyrqaWC7iv0e,UA,2024-11-11,15,-5,-3
0xGQTpN4ESETtl1Sp6rzd2,UA,2024-11-11,16,-7,-12
61BaxM1NIcadLu3gtWm2uT,UA,2024-11-11,17,-6,-2
12TC6zACzfx6ey8ZAP6R3y,UA,2024-11-11,18,1,-4
2tSOz2c3qqs8jOdlyMvHww,UA,2024-11-11,19,-3,-11
1hPQtiP5RYlYrS3t8AjrlK,UA,2024-11-11,20,-3,-4
12LGZ1axDaBCZGDlvZ9Hnl,UA,2024-11-11,21,6,-2
2xEFfGz4j5UpL2FNEhVI81,UA,2024-11-11,22,-1,6
2plbrEY59IikOBgBGLjaoe,UA,2024-11-11,23,-1,6
6ndFi9TM9YWGLktQgS7Q9M,UA,2024-11-11,24,-6,-3
7IBqHkoP94VrgYKVns4eNz,UA,2024-11-11,25,1,-8
7ojBwkKhmZzXDjrqwfLH26,UA,2024-11-11,26,2,7
4GNVBarJ82ABAYZyPYwinT,UA,2024-11-11,27,-3,3
0IsIY8pfu1yaGkPUD7pkDx,UA,2024-11-11,28,2,-2
2QjOHCTQ1Jl3zawyYOpxh6,UA,2024-11-11,29,-4,-9
5UW6yvwo3nVA609NgprdhK,UA,2024-11-11,30,-1,8
0vByMmR3Y8MBorEEE5Pmie,UA,2024-11-11,31,4,8
2bqS0QtnXGjOYs3z6VtSyW,UA,2024-11-11,32,1,-9
2WeoEwj67HCAR2QULKnql6,UA,2024-11-11,33,5,-11
6iNsAoVPOnC2ikhnNygKQM,UA,2024-11-11,34,2,10
1GpsHzQa7FEHInzmtALUk9,UA,2024-11-11,35,-4,-4
75LJxqoSy5MSM2xCFzQp8F,UA,2024-11-11,36,4,5
7biChppM3c8q7qcVl7ceb2,UA,2024-11-11,37,-5,-2
7DJHeuuTpNjXLu25zCADhQ,UA,2024-11-11,38,-1,-13
41hRWgoaw67f4VGMbNSfoZ,UA,2024-11-11,39,2,11
4GBfKfnvmcTcNrlJcV4OLV,UA,2024-11-11,40,-1,-13
26yvlxKTtN2u3mpbl6AIeI,UA,2024-11-11,41,9,9
6gtK39SLszESqJFu2SkId3,UA,2024-11-11,42,-8,-10
1wC8M93ofAwfrV9a4mDzYa,UA,2024-11-11,43,1,5
4CrtgDoRlrafpZxowRGwyN,UA,2024-11-11,44,6,6
4Q6eUXtjd9sbzP2orZY6x0,UA,2024-11-11,45,4,-11
1HL5Kg5Yj5hdGM3opX1Ech,UA,2024-11-11,46,-4,4
5XeFesFbtLpXzIVDNQP22n,UA,2024-11-11,47,-1,-10
0NYvacFqoJdJggiOynzbur,UA,2024-11-11,48,-3,-5
2HRqTpkrJO5ggZyyK6NPWz,UA,2024-11-11,49,1,0
1Es7AUAhQvapIcoh3qMKDL,UA,2024-11-11,50,-2,-8
5vNRhkKd0yEAg8suGBpjeY,TW,2024-11-11,1,0,0
2N0SPREDYqILVEFSsWF5N5,TW,2024-11-11,2,0,0
7tI8dRuH2Yc6RuoTjxo4dU,TW,2024-11-11,3,0,0
198zDKzyktXRG1PGpidY9h,TW,2024-11-11,4,0,5
3coRPMnFg2dJcPu5RMloa9,TW,2024-11-11,5,1,45
0PBTlQ84CBJF0tBnKGmQa6,TW,2024-11-11,6,-1,-1
2CspwnypzT7rcWI9RfsoSb,TW,2024-11-11,7,0,-1
2plbrEY59IikOBgBGLjaoe,TW,2024-11-11,8,0,-1
5sjnkOfTLCLNfkkchI2re2,TW,2024-11-11,9,1,-1
30slz6D2PtbwDimGJaEVsH,TW,2024-11-11,10,1,1
0cOMncRq4cmDLO4tPQnkBF,TW,2024-11-11,11,5,39
6dOtVTDdiauQNBQEDOtlAB,TW,2024-11-11,12,1,3
1NoDTQhJsrd5rnpb6PQthK,TW,2024-11-11,13,1,4
21LtZQQMQYwVIxc9O9Ygq8,TW,2024-11-11,14,-2,-4
5h1BN75CEh8wdSwE1xrbSe,TW,2024-11-11,15,-6,-3
2Ti4DCTo6Ag7QvaYex8A8B,TW,2024-11-11,16,1,6
4XsJiRJQAK8TWcZCn0Dxlh,TW,2024-11-11,17,-2,-3
6GyUt7yJ0sOktc5HjvVnFh,TW,2024-11-11,18,0,7
1aKvZDoLGkNMxoRYgkckZG,TW,2024-11-11,19,1,-1
2Qcbspnftnon37jibwyvMU,TW,2024-11-11,20,3,-7
5lKnZbdGCBViitE1Ce5TZh,TW,2024-11-11,21,-2,29
6aJn7Cst74cj4lNIiPRgav,TW,2024-11-11,22,0,4
6b6KXDbDn0s0Jepxm8a3nr,TW,2024-11-11,23,-2,-2
580BvW3DyUNoYFgQgoD2GI,TW,2024-11-11,24,1,0
2ASWo8MTESnHQhJhpMSPbF,TW,2024-11-11,25,1,3
5pIcwtJYNJx93l420oR2Vm,TW,2024-11-11,26,4,24
3yDRcs0Y4pPzkvMbUfeF9H,TW,2024-11-11,27,-3,-8
5HVq8nS0pbM6G7YK8M7DY4,TW,2024-11-11,28,-1,-1
2DbDefRFJ5YOfXCKOeCJJh,TW,2024-11-11,29,0,21
4b2fMv44GAYpsDSK4ihbsI,TW,2024-11-11,30,-2,20
4kmr3vOJq52QS7WUh3aRyc,TW,2024-11-11,31,1,19
2VEt42QSQxILgEf9B50xxm,TW,2024-11-11,32,2,-3
1AtFSBJibfaqfiOByQCwZ5,TW,2024-11-11,33,0,4
2HRqTpkrJO5ggZyyK6NPWz,TW,2024-11-11,34,3,-1
4gxEY3Mh5FZZDAJAKPNrCS,TW,2024-11-11,35,-4,-3
4JBZuPALOvU2PC8E7t02vY,TW,2024-11-11,36,-1,0
1IS0WFyiVpwsATeSzjEvpI,TW,2024-11-11,37,-1,13
3V2v19gDm4rmRkMwcgS4X2,TW,2024-11-11,38,1,1
2HRgqmZQC0MC7GeNuDIXHN,TW,2024-11-11,39,1,-5
5AH31dDNgxCMGDdxubNNn4,TW,2024-11-11,40,10,10
1SS0WlKhJewviwEDZ6dWj0,TW,2024-11-11,41,1,-1
3I2OBA3kKdbDYzFAkDuc81,TW,2024-11-11,42,-4,-12
7fAdinC2UTc0Y9GiKrkTtu,TW,2024-11-11,43,-2,-2
5G2f63n7IPVPPjfNIGih7Q,TW,2024-11-11,44,0,-2
294hRgOqnGW2BemqP8D35X,TW,2024-11-11,45,0,2
38tXZcL1gZRfbqfOG0VMTH,TW,2024-11-11,46,-3,0
0KKkJNfGyhkQ5aFogxQAPU,TW,2024-11-11,47,3,3
52yAKumXlqPjUsIBlmiMvo,TW,2024-11-11,48,2,2
57w29bSwdIZ6gr6xXOqwc1,TW,2024-11-11,49,-3,1
1njlnn8ZKHI77Pe9szIONR,TW,2024-11-11,50,-1,-12
1lNcnIU4jtqD69Qtfjh8EJ,TR,2024-11-11,1,0,0
7FfdTwI2i0b5PNeNvqtqCY,TR,2024-11-11,2,0,1
1UIznGFIwNUKUza5kJ9f2G,TR,2024-11-11,3,0,47
0K791kh3oLkBD5KVWg1LJ8,TR,2024-11-11,4,0,0
3ff93VTp2DBbNnDEsAW8Cm,TR,2024-11-11,5,0,0
2X4NUYZN0ylbM41ADKYv1X,TR,2024-11-11,6,0,0
5pEpvR03HbLxkBtK73EeJw,TR,2024-11-11,7,0,2
2SVoUZdzxuDuxBdHSO73KF,TR,2024-11-11,8,0,-1
0osZ5jmtTtHJt8pPz6RL2N,TR,2024-11-11,9,4,8
38d47UiHhyu4wdbPYz0ZUB,TR,2024-11-11,10,0,0
57w7FOfLpXZ9GWlAooYrSK,TR,2024-11-11,11,1,2
1RI3YE0BqwN2Fd6Ej0gTqW,TR,2024-11-11,12,3,3
3ma4Ef3Bnl3UBOV4ShiMLX,TR,2024-11-11,13,-4,-2
4E10qEzOmTIVmrg6Wz2RHj,TR,2024-11-11,14,0,4
5VykLQtjCYF6qFq59HbUg9,TR,2024-11-11,15,-4,-7
4HuB9A0O1XwmwTVtTgODm8,TR,2024-11-11,16,1,8
28Aau4tlztDlgKJQXrWhZR,TR,2024-11-11,17,4,2
0mSFwDtiAPPNwBOSFnI3G5,TR,2024-11-11,18,0,-4
4v8LZr4pYJFo3lnB5BJBAc,TR,2024-11-11,19,31,-3
1kfXupjpLLLwSkzebqZT2X,TR,2024-11-11,20,-1,2
3Lpeu0zbUXY1WfoGy1vEuh,TR,2024-11-11,21,1,5
2ugG3itPOpM9IANApt473B,TR,2024-11-11,22,1,-1
6dQJfND64RJy6xJQMsc3ij,TR,2024-11-11,23,5,0
7JVUP1J9urt49OdiFbWGeZ,TR,2024-11-11,24,0,9
36SKXwHlE1zYin3xwPRDnU,TR,2024-11-11,25,-5,-5
4mwKj8jNSq8eTp3ylpcBAE,TR,2024-11-11,26,3,2
1JcYQfCTP7qXC4F8AO0h9W,TR,2024-11-11,27,3,5
0QuKutgaaa0Q1WUZEnrZ93,TR,2024-11-11,28,-1,7
5RZH849e1ZWa2qeVz6O3mK,TR,2024-11-11,29,-3,-17
1f9X5YDmXDxyIwhzB06JJd,TR,2024-11-11,30,5,-3
5XQ1eD5Esz1CzdjH9bzbzn,TR,2024-11-11,31,-6,-6
2CZzw0He9fzyi2FkBkn4Bk,TR,2024-11-11,32,0,-1
1TxvnXbTRmYwtlkFEn8Rpb,TR,2024-11-11,33,12,6
300xFtOH49F80uB7BSAsEf,TR,2024-11-11,34,7,-4
3ZwRkdnTb4az8X5n4WXuHA,TR,2024-11-11,35,-4,-6
6naElV4AFSUQfwb84K7TB4,TR,2024-11-11,36,-3,14
1PiyTtoNn0m4kfJWLfjHny,TR,2024-11-11,37,-3,0
2j7M9A1Ko4LHi46sAmgLSF,TR,2024-11-11,38,-2,5
4CDY8eGMrkQjyOTkvsXiq0,TR,2024-11-11,39,1,2
1ppnRAPv8zJjrNy4TW5w7M,TR,2024-11-11,40,9,8
6Abw6zEw0EbfFC6OJob4Ph,TR,2024-11-11,41,-3,-7
6t18CcJVpnFAoWfcZxiZtk,TR,2024-11-11,42,2,8
2up5kUpA2yQb5DtXE8B2WJ,TR,2024-11-11,43,-6,7
4y3QBJf9E8yDJCEFbRK8xk,TR,2024-11-11,44,6,6
0JMJAump4huv3wtiNxRbTx,TR,2024-11-11,45,-6,-1
4tMqaNjQxHsWpYORQ7renT,TR,2024-11-11,46,2,-1
3blRKhNNedjdZFR0b9Wtxw,TR,2024-11-11,47,-1,3
5Y5fFEqazjbtNAgbx9noTF,TR,2024-11-11,48,-5,2
5vNRhkKd0yEAg8suGBpjeY,TR,2024-11-11,49,1,-3
0a56Y5XrlRQ0JYg6jse5QJ,TR,2024-11-11,50,0,0
7tI8dRuH2Yc6RuoTjxo4dU,TH,2024-11-11,1,2,1
3yDRcs0Y4pPzkvMbUfeF9H,TH,2024-11-11,2,0,-1
2N0SPREDYqILVEFSsWF5N5,TH,2024-11-11,3,-2,0
7Cnpb1vBbC46RgVyyKLH7p,TH,2024-11-11,4,46,4
2KslE17cAJNHTsI2MI0jb2,TH,2024-11-11,5,-1,-1
6BN3iFjclJ4teGlmB3fFvo,TH,2024-11-11,6,-1,1
5vNRhkKd0yEAg8suGBpjeY,TH,2024-11-11,7,-1,-2
2Qcbspnftnon37jibwyvMU,TH,2024-11-11,8,-1,-2
2plbrEY59IikOBgBGLjaoe,TH,2024-11-11,9,2,2
7ov3TDp5D00Rnu5R1viX4w,TH,2024-11-11,10,3,0
1MUZitHRpmng5NevrvNx4T,TH,2024-11-11,11,39,2
2CspwnypzT7rcWI9RfsoSb,TH,2024-11-11,12,-2,-3
01qFKNWq73UfEslI0GvumE,TH,2024-11-11,13,-5,-1
3grGyWGWsuIUxA2CudpwAB,TH,2024-11-11,14,2,32
6dOtVTDdiauQNBQEDOtlAB,TH,2024-11-11,15,-1,-1
0cvETHNq3ZkPHdYCqRXhzk,TH,2024-11-11,16,1,-1
4RiudH8RehvLLrk8uNgIdR,TH,2024-11-11,17,-2,-1
2OULHL0yM3KbaHC1vlTffC,TH,2024-11-11,18,0,0
2AdBbeVaEdW731a3FXJAJC,TH,2024-11-11,19,2,12
4kE80JWRissrodmXuo0xYi,TH,2024-11-11,20,-1,-3
4KZRjuldIGTS7AQUPbUvbs,TH,2024-11-11,21,7,6
5jj7yXcilVsZPpyYtmD28X,TH,2024-11-11,22,1,3
2a78JDp7YVCyEydtRiHOn7,TH,2024-11-11,23,-1,-4
6vvPecFTmWxDfEJ6cYT1wa,TH,2024-11-11,24,3,-4
3wyzSQ9rAWjx9vsMQSrLn2,TH,2024-11-11,25,1,4
2HRgqmZQC0MC7GeNuDIXHN,TH,2024-11-11,26,-6,-3
43eS61ezviPc61XDu6tRYR,TH,2024-11-11,27,2,-5
2MuJCv3nCgHYlgOrAvCAT6,TH,2024-11-11,28,-3,-4
56wDFSIa9Tr7zbEXUVMwjP,TH,2024-11-11,29,1,-1
2LJerOY5jSwO5K6OF9Cyuz,TH,2024-11-11,30,1,-4
4UyEA5UP6ducMaV9NiggTr,TH,2024-11-11,31,-7,-10
5QxNmQBXpLPemzpDvsuiLM,TH,2024-11-11,32,0,-2
7jGiXLzchqbDTW7WzSU7a3,TH,2024-11-11,33,0,5
5F4fAhzhdHtaQ8nNqWAufl,TH,2024-11-11,34,3,-2
0mHD9bPUsI3qbKZzMpxXFh,TH,2024-11-11,35,1,-2
28uUXmHx13AZ1nkl57vCwN,TH,2024-11-11,36,-2,4
0Fye2qtgBqOzHxb4cPSjWb,TH,2024-11-11,37,3,-1
5BmF05GWZpmm5JZ5p3yMJr,TH,2024-11-11,38,0,-3
5nvdbRKg9fOixXotcZIQuF,TH,2024-11-11,39,3,-5
1rNYuv63emsYt4Jjv8RlgJ,TH,2024-11-11,40,3,10
0D9lpJts3mXxe0fvovYUFv,TH,2024-11-11,41,-2,1
6JtHYZAi56uJEBc8iihR7j,TH,2024-11-11,42,-7,-5
06DPpk0hUJEgpzl5cuWNI6,TH,2024-11-11,43,4,7
3ZajpwGfKsToCEAuLTtoxF,TH,2024-11-11,44,0,6
0zLFNFvbnPmWZfDewtyaVg,TH,2024-11-11,45,5,-1
24VfUtHxbkCrscWC00toom,TH,2024-11-11,46,4,4
08NGk13plUmQ5E5yjxIPIz,TH,2024-11-11,47,-1,-6
4bjN59DRXFRxBE1g5ne6B1,TH,2024-11-11,48,-7,-5
5u8iqPNTa3ryOqeiNdgi6o,TH,2024-11-11,49,1,1
4bnxMt1viexb85sAtVz1dA,TH,2024-11-11,50,0,0
1cOboCuWYI2osTOfolMRS6,SV,2024-11-11,1,0,0
7bywjHOc0wSjGGbj04XbVi,SV,2024-11-11,2,0,1
0Sr7ssScx54yxdM2ols7nW,SV,2024-11-11,3,0,2
7tI8dRuH2Yc6RuoTjxo4dU,SV,2024-11-11,4,1,-2
0qeIFEGRQqHoaJtLCl0U73,SV,2024-11-11,5,-1,1
6WatFBLVB0x077xWeoVc2k,SV,2024-11-11,6,0,2
2FFr0vdtqPBTK3RW0c7T5C,SV,2024-11-11,7,2,0
3mg9jYNC1NihbthlglzrWP,SV,2024-11-11,8,-1,42
2Bhmj4XK33InfhqKPxcJ1v,SV,2024-11-11,9,41,28
0O3U5iwTbiXCREMkvotJuN,SV,2024-11-11,10,0,15
2gmd7lY3QSzLh0xIY4cRvi,SV,2024-11-11,11,1,-2
0zNMdrDEs5N0JPQ7RYQZln,SV,2024-11-11,12,-1,11
27ze5t5tIDPlVits0KRbxT,SV,2024-11-11,13,5,7
2btNsI4OvcVl7SAHQQDHFB,SV,2024-11-11,14,-6,-10
0HDHY6RSHHG2ZTE0cMT4GJ,SV,2024-11-11,15,12,35
7iQXYTyuG13aoeHxGG28Nh,SV,2024-11-11,16,-3,-4
2CeKVsFFXG4QzA415QygGb,SV,2024-11-11,17,-2,9
2plbrEY59IikOBgBGLjaoe,SV,2024-11-11,18,-4,-3
5AH31dDNgxCMGDdxubNNn4,SV,2024-11-11,19,5,8
0BiDnJFB3TlRB6aji7jUz3,SV,2024-11-11,20,0,-3
6X6m4xmdFcz31p1h7Qg68c,SV,2024-11-11,21,-5,-3
5QjmUqgpPQgXgg4606DqZF,SV,2024-11-11,22,-3,-6
4bw8mcDUSRWfQo63ZTYRnU,SV,2024-11-11,23,-2,-12
